Kanji,Meaning,Radicals,Sound
豪華,extravagant,Luxurious + Showy,ごうか
偉い,great,Greatness,えら
探す,to search for,Look For,さが
探偵,detective,Look For + Spy,たんてい
探究,research,Look For + Research,たんきゅう
小麦粉,wheat flour,Small + Wheat + Powder,こむぎこ
花粉症,hay fever,Flower + Powder + Symptom,かふんしょう
粉砕,pulverization,Powder + Smash,ふんさい
編集,editing,Knit + Collect,へんしゅう
編む,to knit,Knit,あ
編集者,"editor (in publishing, etc.)",Knit + Collect + Someone,へんしゅうしゃ
編者,editor,Knit + Someone,へんしゃ
融資,financing,Dissolve + Resources,ゆうし
溶ける,to melt,Melt,と
溶かす,to dissolve,Melt,と
融合,agglutination,Dissolve + Suit,ゆうごう
既に,already,Previously,すで
既存,existing,Previously + Suppose,きそん
気違い,madness,Energy + Different,きちが
掃除,cleaning,Sweep + Exclude,そうじ
避ける,to avoid (physical contact with),Dodge,さ
除く,to remove,Exclude,のぞ
削除,deletion,Whittle Down + Exclude,さくじょ
免除,exemption,Excuse + Exclude,めんじょ
排除,exclusion,Reject + Exclude,はいじょ
除外,exception,Exclude + Outside,じょがい
徐行,going slowly (esp. to enable a vehicle to stop immediately),Gently + Go,じょこう
掃除機,vacuum cleaner,Sweep + Exclude + Machine,そうじき
除いて,except,Exclude,のぞ
徐々,slow,Gently + Repeater,じょじょ
鑑定,judgement,Model + Determine,かんてい
印鑑,stamp,Seal + Model,いんかん
幾つ,how many,How Many,いく
幾ら,how much,How Many,いく
幾何学,geometry,How Many + What + Study,きかがく
幾度,(how) many times,How Many + Degrees,いくど
倉庫,storehouse,Warehouse + Storage,そうこ
嘆く,to lament,Sigh,なげ
驚嘆,wonder,Surprised + Sigh,きょうたん
嘆息,"sigh (of grief, disappointment, etc.)",Sigh + Breath,たんそく
感嘆符,exclamation point,Feeling + Sigh + Token,かんたんふ
驚く,to be surprised,Surprised,おどろ
驚かす,to surprise,Surprised,おどろ
驚嘆,wonder,Surprised + Sigh,きょうたん
履く,"to put on (lower-body clothing, e.g. pants, skirt, footwear)",Boots,は
地帯,zone,Earth + Belt,ちたい
携帯,carrying (on one's person or in the hand),Portable + Belt,けいたい
携帯電話,mobile phone,Portable + Belt + Electricity + Talk,けいたいでんわ
通貨,currency,Pass Through + Freight,つうか
貨物,cargo,Freight + Thing,かもつ
貨幣,money,Freight + Cash,かへい
貨幣価値,currency value,Freight + Cash + Value + Value,かへいかち
貨物船,freighter (vessel),Freight + Thing + Boat,かもつせん
散歩,walk,Scatter + Walk,さんぽ
解散,"breaking up (a meeting, gathering, etc.)",Untie + Scatter,かいさん
散らかす,to scatter around,Scatter,ち
散る,"to fall (e.g. blossoms, leaves)",Scatter,ち
散らし,leaflet,Scatter,ち
閑散,"deserted (esp. store, market, town, streets)",Leisure + Scatter,かんさん
山脈,mountain range,Mountain + Vein,さんみゃく
人脈,personal connections,Person + Vein,じんみゃく
脈拍,pulse,Vein + Beat,みゃくはく
大陸,continent,Big + Land,たいりく
陸軍,army,Land + Army,りくぐん
道徳,morals,Road + Virtue,どうとく
徳島県,Tokushima Prefecture (Shikoku),Virtue + Island + Prefecture,とくしまけん
探偵,detective,Look For + Spy,たんてい
内偵,secret investigation,Inside + Spy,ないてい
掃除,cleaning,Sweep + Exclude,そうじ
払う,"to pay (e.g. money, bill)",Pay,はら
掃く,to sweep,Sweep,は
掃除機,vacuum cleaner,Sweep + Exclude + Machine,そうじき
蜘蛛の巣,spiderweb,Nest,くものす
巣立ち,leaving the nest,Nest + Stand,すだ
離婚,divorce,Detach + Marriage,りこん
距離,distance,Distance + Detach,きょり
離れる,to be separated,Detach,はな
離す,to separate,Detach,はな
分離,separation,Part + Detach,ぶんり
隔離,isolation,Isolate + Detach,かくり
駆け込む,to run into,Gallop + Crowded,かこ
似る,to resemble,Resemble,に
似合う,to suit,Resemble + Suit,にあ
真似,imitating,Reality + Resemble,まね
物真似,"imitation (of someone, something)",Thing + Reality + Resemble,ものまね
猿真似,indiscriminate imitation,Monkey + Reality + Resemble,さるまね
酷似,resembling closely,Cruel + Resemble,こくじ
富む,to be rich in,Rich,と
豆腐,tofu,Beans + Rot,とうふ
富裕,wealthy,Rich + Abundant,ふゆう
富士山,Mount Fuji,Rich + Samurai + Mountain,ふじさん
平均,average,Peace + Equal,へいきん
均衡,equilibrium,Equal + Equilibrium,きんこう
等しい,equal,Equal,ひと
均等,"equal (distribution, treatment, level, etc.)",Equal + Equal,きんとう
均整,symmetry,Equal + Arrange,きんせい
不均衡,imbalance,Not + Equal + Equilibrium,ふきんこう
泥棒,thief,Mud + Pole,どろぼう
泥沼,bog,Mud + Bog,どろぬま
泥酔,being dead drunk,Mud + Drunk,でいすい
泥水,muddy water,Mud + Water,どろみず
助ける,to save,Help,たす
救う,to rescue from,Rescue,すく
救急車,ambulance,Rescue + Hurry + Car,きゅうきゅうしゃ
直径,diameter,Fix + Diameter,ちょっけい
経路,course,Passage Of Time + Road,けいろ
半径,radius,Half + Diameter,はんけい
子孫,descendant,Child + Grandchild,しそん
廊下,corridor,Corridor + Below,ろうか
画廊,art gallery (esp. artworks for sale),Drawing + Corridor,がろう
普通,normal,Normal + Pass Through,ふつう
普段,usual,Normal + Steps,
普及,diffusion,Normal + Reach,ふきゅう
普遍的,universal,Normal + Universal + Target,ふへんてき
普遍,universal,Normal + Universal,ふへん
泥棒,thief,Mud + Pole,どろぼう
辛抱,patience,Spicy + Hug,しんぼう
用心棒,bodyguard,Task + Heart + Pole,ようじんぼう
年俸,annual salary,Year + Salary,ねんぽう
翻訳,translation,Flip + Translation,ほんやく
通訳,interpretation (i.e. oral translation),Pass Through + Translation,つうやく
訳す,to translate,Translation,やく
言い訳,excuse,Say + Translation,いわけ
英訳,English translation,England + Translation,えいやく
和訳,Japanese translation,Peace + Translation,わやく
訳者,translator,Translation + Someone,やくしゃ
邦訳,translation into Japanese,Home Country + Translation,ほうやく
訳語,translational equivalent,Translation + Language,やくご
桜ん坊,cherry (fruit,Sakura + Monk,さくらぼ
感染,infection,Feeling + Dye,かんせん
汚染,pollution,Dirty + Dye,おせん
移す,"to transfer (to a different place, group, etc.)",Shift,うつ
染める,to dye,Dye,そ
染まる,to be dyed,Dye,そ
伝染病,contagious disease,Transmit + Dye + Sick,でんせんびょう
染み,stain,Dye,し
政党,political party,Politics + Group,せいとう
社会党,Socialist Party,Company + Meet + Group,しゃかいとう
自民党,Liberal Democratic Party,Self + Peoples + Group,じみんとう
党員,party member,Group + Member,とういん
甘党,person who prefers sweet things to alcoholic drinks,Sweet + Group,あまとう
共産党,Communist Party,Together + Give Birth + Group,きょうさんとう
恩赦,amnesty,Kindness + Pardon,おんしゃ
恩人,benefactor,Kindness + Person,おんじん
秘密,secret,Secret + Secrecy,ひみつ
密か,secret,Secrecy,ひそ
便秘,constipation,Convenience + Secret,べんぴ
秘める,to hide,Secret,ひ
祖父,grandfather,Ancestor + Father,そふ
先祖,ancestor,Previous + Ancestor,せんぞ
祖母,grandmother,Ancestor + Mother,そぼ
祖父母,grandparents,Ancestor + Father + Mother,そふぼ
複写,copying,Duplicate + Copy,ふくしゃ
複雑,complex,Duplicate + Random,ふくざつ
複数,plural,Duplicate + Count,ふくすう
複数形,plural form,Duplicate + Count + Shape,ふくすうけい
汚い,dirty,Dirty,きたな
汚染,pollution,Dirty + Dye,おせん
汚れる,to get dirty,Dirty,よご
汚す,to pollute,Dirty,よご
汚水,filthy water,Dirty + Water,おすい
汚点,stain,Dirty + Point,おてん
汚濁,pollution,Dirty + Muddy,おだく
メガネ,glasses,,
双眼鏡,binoculars,Pair + Eyeball + Mirror,そうがんきょう
老眼,presbyopia,Elderly + Eyeball,ろうがん
眼球,eyeball,Eyeball + Sphere,がんきゅう
成績,results,Become + Exploits,せいせき
功績,achievement,Achievement + Exploits,こうせき
紡績,spinning (textiles),Spinning + Exploits,ぼうせき
酸素,oxygen (O),Acid + Element,さんそ
酸っぱい,sour,Acid,す
悲惨,disastrous,Sad + Disaster,ひさん
硫酸,sulfuric acid,Sulfur + Acid,りゅうさん
鶏卵,hen's egg,Chicken + Egg,けいらん
生卵,raw egg,Life + Egg,なまたまご
ゆで卵,boiled egg,Egg,たまご
銭湯,public bath,Coin + Hot Water,せんとう
迎える,to go out to meet,Welcome,むか
歓迎,welcome,Delight + Welcome,かんげい
迎え,meeting,Welcome,むか
迎賓館,reception hall (esp. for visiting state dignitaries),Welcome + VIP + Public Building,げいひんかん
液体,liquid,Fluid + Body,えきたい
血液,blood,Blood + Fluid,けつえき
液晶,liquid crystal,Fluid + Crystal,えきしょう
血液型,blood type,Blood + Fluid + Model,けつえきがた
捨てる,to throw away,Throw Away,す
使い捨て,throwaway,Use + Throw Away,つかす
食欲,appetite (for food),Eat + Want,しょくよく
欲しい,wanting (to have),Want,ほ
意欲,will,Idea + Want,いよく
欲求,desire,Want + Request,よっきゅう
肉欲,lust,Meat + Want,にくよく
永遠,eternity,Eternity + Far,えいえん
長い,"long (distance, length)",Long,なが
永久,eternity,Eternity + Long Time,えいきゅう
興味,interest (in something),Interest + Flavor,きょうみ
興奮,excitement,Interest + Stirred Up,こうふん
即興,improvisation,Instant + Interest,そっきょう
採る,"to adopt (a method, proposal, etc.)",Gather,と
採用,use,Gather + Task,さいよう
採算,profit,Gather + Calculate,さいさん
採決,vote,Gather + Decide,さいけつ
伐採,felling timber,Fell + Gather,ばっさい
衛星,(natural) satellite,Defense + Star,えいせい
衛生,hygiene,Defense + Life,えいせい
自衛,self-defense,Self + Defense,じえい
雑誌,magazine,Random + Magazine,ざっし
複雑,complex,Duplicate + Random,ふくざつ
雑音,noise (usu. unpleasant),Random + Sound,ざつおん
混ぜる,to mix,Mix,ま
混ざる,to be mixed,Mix,ま
混じる,to be mixed,Mix,ま
雑巾,house-cloth,Random + Towel,ぞうきん
煩雑,complex,Annoy + Random,はんざつ
雑煮,soup containing rice cakes and vegetables (New Year's dish),Random + Boil,ぞうに
厳しい,severe,Strict,きび
厳粛,grave,Strict + Solemn,げんしゅく
威厳,dignity,Majesty + Strict,いげん
厳禁,strict prohibition,Strict + Prohibition,げんきん
荘厳,solemn,Villa + Strict,そうごん
込む,to be crowded,Crowded,こ
申し込む,to apply for,Say Humbly + Crowded,もうこ
人ごみ,crowd of people,Person,ひと
込める,"to load (a gun, etc.)",Crowded,こ
書き込む,"to fill in (field, entry, etc.)",Write + Crowded,かこ
吹き込む,"to blow in (of wind, rain, etc.)",Blow + Crowded,ふこ
詰め込む,to cram,Stuffed + Crowded,つこ
駆け込む,to run into,Gallop + Crowded,かこ
踏み込む,to step into (e.g. someone else's territory),Step + Crowded,ふこ
痛み,pain,Pain,いた
痛む,to hurt,Pain,いた
痛める,to hurt,Pain,いた
傷つく,to be wounded,Wound,きず
火傷,burn,Fire + Wound,やけど
傷つける,to wound,Wound,きず
傷心,heartbreak,Wound + Heart,しょうしん
傷者,wounded person,Wound + Someone,しょうしゃ
秘密,secret,Secret + Secrecy,ひみつ
密か,secret,Secrecy,ひそ
密輸,smuggling,Secrecy + Transport,みつゆ
密告,anonymous report,Secrecy + Announce,みっこく
暖かい,warm,Warm,あたた
暖房,(indoor) heating,Warm + Cluster,だんぼう
温暖,warm,Warm + Warm,おんだん
温める,to warm (up),Warm,あたた
暖炉,fireplace,Warm + Furnace,だんろ
賛成,approval,Agree + Become,さんせい
称える,to praise,Title,たた
意志,will,Idea + Intention,いし
志望,wish,Intention + Hope,しぼう
闘志,fighting spirit,Struggle + Intention,とうし
順序,order,Order + Preface,じゅんじょ
秩序,order,Order + Preface,ちつじょ
無秩序,disorder,Nothing + Order + Preface,むちつじょ
序文,preface,Preface + Writing,じょぶん
飼う,to keep (a pet or other animal),Domesticate,か
飼い主,(pet) owner,Domesticate + Master,かぬし
砂糖,sugar,Sand + Sugar,さとう
家賃,rent,House + Rent,やちん
賃貸,leasing (out),Rent + Lend,ちんたい
蒸気,steam,Steam + Energy,じょうき
蒸し暑い,humid,Steam + Hot,むあつ
蒸し返す,to reheat,Steam + Return,むかえ
諸君,you (people),Various + Buddy,しょくん
両手,both hands,Both + Hand,りょうて
諸々,all kinds of things,Various + Repeater,もろもろ
冷蔵庫,refrigerator,Cool + Storehouse + Storage,れいぞうこ
地蔵,"Kshitigarbha (bodhisattva who looks over children, travellers and the underworld)",Earth + Storehouse,じぞう
肺がん,lung cancer,Lung,はい
繁盛,prosperity,Overgrown + Pile,はんじょう
盛る,"to serve (in a bowl, on a plate, etc.)",Pile,も
隆盛,prosperity,Prosperity + Pile,りゅうせい
拡大,expansion,Extend + Big,かくだい
広がる,to spread (out),Wide,ひろ
拡張,expansion,Extend + Stretch,かくちょう
忠実,faithful,Loyalty + Truth,ちゅうじつ
忠告,advice,Loyalty + Announce,ちゅうこく
忠誠,loyalty,Loyalty + Sincerity,ちゅうせい
服装,attire,Clothes + Attire,ふくそう
舗装,paving (a road),Shop + Attire,ほそう
装置,equipment,Attire + Put,そうち
武装,arms,Military + Attire,ぶそう
塗装,coating,Paint + Attire,とそう
変装,disguise,Change + Attire,へんそう
装う,to dress (oneself in),Attire,よそお
装い,dress,Attire,よそお
偽装,camouflage,Fake + Attire,ぎそう
砂漠,desert,Sand + Desert,さばく
漠然,vague,Desert + Nature,ばくぜん
体操,gymnastics,Body + Manipulate,たいそう
操作,operation,Manipulate + Make,そうさ
操る,to operate (e.g. a machine),Manipulate,あやつ
貞操,chastity,Chastity + Manipulate,ていそう
着る,to wear (from the shoulders down),Wear,き
執着,attachment,Tenacious + Wear,しゅうちゃく
著者,author (usu. of a particular book),Author + Someone,ちょしゃ
著しい,striking,Author,いちじる
著作権,copyright,Author + Make + Rights,ちょさくけん
著作,writing (a book),Author + Make,ちょさく
顕著,remarkable,Appear + Author,けんちょ
砂糖,sugar,Sand + Sugar,さとう
砂漠,desert,Sand + Desert,さばく
砂丘,sand dune,Sand + Hill,さきゅう
異常,abnormal,Differ + Normal,いじょう
異なる,to differ,Differ,こと
異性,the opposite sex,Differ + Gender,いせい
異状,something wrong,Differ + Condition,いじょう
殊に,especially,Especially,こと
筋肉,muscle,Muscle + Meat,きんにく
一筋,one line,One + Muscle,ひとすじ
天皇,Emperor of Japan,Heaven + Emperor,てんのう
皇太子,crown prince,Emperor + Fat + Child,こうたいし
皇帝,emperor,Emperor + Sovereign,こうてい
皇室,Imperial household,Emperor + Room,こうしつ
皇后,empress (consort),Emperor + Empress,こうごう
皇太子妃,crown princess,Emperor + Fat + Child + Princess,こうたいしひ
皇族,imperial family,Emperor + Tribe,こうぞく
窓口,counter,Window + Mouth,まどぐち
垂直,vertical,Dangle + Fix,すいちょく
垂れる,to hang,Dangle,た
垂らす,to dribble,Dangle,た
簡単,simple,Simplicity + Simple,かんたん
簡易,simple,Simplicity + Easy,かんい
尊敬,respect,Revered + Respect,そんけい
尊い,precious,Revered,とうと
尊敬語,honorific language,Revered + Respect + Language,そんけいご
否定,denial,No + Determine,ひてい
是非,certainly,Absolutely + Injustice,ぜひ
拒否,refusal,Refusal + No,きょひ
否決,rejection,No + Decide,ひけつ
いいえ,no,,
諾否,consent or refusal,Agreement + No,だくひ
雑誌,magazine,Random + Magazine,ざっし
裏切る,to betray,Backside + Cut,うらぎ
裏口,backdoor,Backside + Mouth,うらぐち
裏切り者,betrayer,Backside + Cut + Someone,うらぎもの
裏切り,treachery,Backside + Cut,うらぎ
裏通り,side street (often parallel to a main street),Backside + Pass Through,うらどお
裏通り,side street (often parallel to a main street),Backside + Pass Through,うらどお
閉める,to close,Close,し
閉まる,to be shut,Close,し
締め切り,deadline,Tighten + Cut,しき
閉鎖,closing,Close + Chain,へいさ
閉店,closing up shop (for the day),Close + Shop,へいてん
閉じる,"to close (e.g. book, eyes, meeting, etc.)",Close,と
開閉,opening and shutting,Open + Close,かいへい
幽閉,confinement,Secluded + Close,ゆうへい
暮れる,to get dark,Livelihood,く
暮らし,(way of) life,Livelihood,く
暮らす,to live,Livelihood,く
野暮,boorish,Field + Livelihood,
歳暮,year-end gift,Years Old + Livelihood,せいぼ
宝石,gem,Treasure + Stone,ほうせき
国宝,national treasure,Country + Treasure,こくほう
宝くじ,lottery,Treasure,たから
熟語,kanji compound,Ripen + Language,じゅくご
成熟,maturity,Become + Ripen,せいじゅく
未熟,unripe,Not Yet + Ripen,みじゅく
熟れる,"to ripen (fruit, grain, etc.)",Ripen,う
灰皿,ashtray,Ashes + Plate,はいざら
灰色,grey,Ashes + Color,はいいろ
納得,consent,Supply + Acquire,なっとく
収める,to put (into),Obtain,おさ
収まる,"to fit into (a box, frame, category, etc.)",Obtain,おさ
納豆,natto (fermented soybeans),Supply + Beans,なっとう
収納,storage,Obtain + Supply,しゅうのう
奉納,dedication,Dedicate + Supply,ほうのう
納入,"payment (of taxes, fees, etc.)",Supply + Enter,のうにゅう
宣伝,publicity,Proclaim + Transmit,せんでん
述べる,to state,Mention,の
宜しく,well,Best Regards,よろ
宣言,declaration,Proclaim + Say,せんげん
敬語,honorific,Respect + Language,けいご
尊敬,respect,Revered + Respect,そんけい
尊敬語,honorific language,Revered + Respect + Language,そんけいご
発揮,"show (of power, ability, etc.)",Departure + Brandish,はっき
指揮,command,Finger + Brandish,しき
指揮者,(musical) conductor,Finger + Brandish + Someone,しきしゃ
降りる,to descend (e.g. a mountain),Descend,お
降る,"to fall (of rain, snow, ash, etc.)",Descend,ふ
下ろす,to take down,Below,お
以降,on and after,By Means Of + Descend,いこう
降伏,surrender,Descend + Bow,こうふく
降参,surrender,Descend + Participate,こうさん
降車,"alighting (from a train, bus, etc.)",Descend + Car,こうしゃ
縮小,reduction,Shrink + Small,しゅくしょう
奴隷,slave,Dude + Slave,どれい
奴ら,they,Dude,やつ
黒幕,black curtain,Black + Curtain,くろまく
字幕,subtitles,Letter + Curtain,じまく
幕府,shogunate,Curtain + Government,ばくふ
貴族,nobility,Valuable + Tribe,きぞく
貴重,precious,Valuable + Heavy,きちょう
尊い,precious,Revered,とうと
兄貴,elder brother,Older Brother + Valuable,あにき
貴重品,valuable article,Valuable + Heavy + Product,きちょうひん
貴様,you,Valuable + Formal Name Title,きさま
貴賓,noble visitor,Valuable + VIP,きひん
喜ぶ,to be delighted,Rejoice,よろこ
喜び,joy,Rejoice,よろこ
歓迎,welcome,Delight + Welcome,かんげい
歓楽街,entertainment district,Delight + Comfort + Street,かんらくがい
奴隷,slave,Dude + Slave,どれい
豆腐,tofu,Beans + Rot,とうふ
納豆,natto (fermented soybeans),Supply + Beans,なっとう
枝豆,edamame (green soybeans),Branch + Beans,えだまめ
損害,damage,Loss + Damage,そんがい
損なう,to harm,Loss,そこ
大損,heavy loss,Big + Loss,おおぞん
牛丼,gyudon,Cow + Rice Bowl,ぎゅうどん
親子丼,oyakodon,Parent + Child + Rice Bowl,おやこどん
劇場,theatre,Drama + Location,げきじょう
喜劇,comedy,Rejoice + Drama,きげき
激しい,violent,Fierce,はげ
悲劇,tragedy,Sad + Drama,ひげき
劇団,troupe,Drama + Group,げきだん
劇的,dramatic,Drama + Target,げきてき
歌劇,opera,Song + Drama,かげき
沿岸,coast,Run Alongside + Coast,えんがん
沿線,"places alongside a railway line, bus route, major thoroughfare, etc.",Run Alongside + Line,えんせん
沿う,to run along,Run Alongside,そ
沿海,sea along the coast,Run Alongside + Sea,えんかい
腐敗,decomposition,Rot + Failure,ふはい
腐る,to rot,Rot,くさ
豆腐,tofu,Beans + Rot,とうふ
腐食,rot,Rot + Eat,ふしょく
陳腐,stale,Exhibit + Rot,ちんぷ
防腐剤,antiseptic,Prevent + Rot + Dose,ぼうふざい
防腐剤,antiseptic,Prevent + Rot + Dose,ぼうふざい
湯豆腐,boiled tofu,Hot Water + Beans + Rot,ゆどうふ
純粋,pure,Pure + Stylish,じゅんすい
聖書,Bible,Holy + Write,せいしょ
神聖,holiness,God + Holy,しんせい
聖地,sacred place,Holy + Earth,せいち
拝見,seeing,Worship + See,はいけん
拝む,to assume the posture of praying,Worship,おが
崇拝,worship,Worship + Worship,すうはい
推薦,recommendation,Infer + Recommend,すいせん
推定,presumption,Infer + Determine,すいてい
推測,guess,Infer + Measure,すいそく
推理,reasoning,Infer + Reason,すいり
推奨,recommendation,Infer + Encourage,すいしょう
磁石,magnet,Magnet + Stone,じしゃく
磁気,magnetism,Magnet + Energy,じき
磁場,magnetic field,Magnet + Location,じば
電磁場,electromagnetic field,Electricity + Magnet + Location,でんじば
紅茶,black tea,Deep Red + Tea,こうちゃ
赤い,red,Red,あか
口紅,lipstick,Mouth + Deep Red,くちべに
誤り,error,Mistake,あやま
誤解,misunderstanding,Mistake + Untie,ごかい
誤字,misprint,Mistake + Letter,ごじ
誤用,misuse,Mistake + Task,ごよう
錯誤,mistake,Confused + Mistake,さくご
誤算,miscalculation,Mistake + Calculate,ごさん
勤める,to work (for),Work,つと
通勤,commuting to work,Pass Through + Work,つうきん
勤め,service,Work,つと
常勤,full-time employment,Normal + Work,じょうきん
受ける,to receive,Accept,う
承諾,consent,Consent + Agreement,しょうだく
承知,knowledge,Consent + Know,しょうち
承認,recognition,Consent + Recognize,しょうにん
承る,to hear,Consent,うけたまわ
継承,inheritance,Inherit + Consent,けいしょう
単純,simple,Simple + Pure,たんじゅん
純粋,pure,Pure + Stylish,じゅんすい
不純,impure,Not + Pure,ふじゅん
純毛,all-wool,Pure + Fur,じゅんもう
彫刻,carving,Carve + Carve,ちょうこく
時刻表,timetable,Time + Carve + Express,じこくひょう
深刻,serious,Deep + Carve,しんこく
遅刻,lateness,Slow + Carve,ちこく
刻む,to mince,Carve,きざ
残酷,cruel,Remainder + Cruel,ざんこく
根源,root,Root + Origin,こんげん
電源,source of electricity,Electricity + Origin,でんげん
源氏,Genji (the character in the Genji Monogatari),Origin + Family Name,げんじ
源氏物語,The Tale of Genji (Heian-period classic),Origin + Family Name + Thing + Language,げんじものがたり
吐き気,nausea,Throw Up + Energy,はけ
吐く,to vomit,Throw Up,は
吐き出す,to vomit,Throw Up + Exit,はだ
推薦,recommendation,Infer + Recommend,すいせん
勧める,to recommend (someone to do),Recommend,すす
勧め,recommendation,Recommend,すす
自薦,self-recommendation,Self + Recommend,じせん
注射,injection,Pour + Shoot,ちゅうしゃ
反射,reflection,Anti + Shoot,はんしゃ
放射,radiation,Release + Shoot,ほうしゃ
発射,firing (esp. a rocket or missile),Departure + Shoot,はっしゃ
放射能,radioactivity,Release + Shoot + Ability,ほうしゃのう
噴射,jet,Erupt + Shoot,ふんしゃ
撃つ,"to shoot (a gun, person, etc.)",Attack,う
心臓,heart,Heart + Internal Organs,しんぞう
内臓,internal organs,Inside + Internal Organs,ないぞう
肝臓,liver,Liver + Internal Organs,かんぞう
肺臓,lungs,Lung + Internal Organs,はいぞう
肺臓,lungs,Lung + Internal Organs,はいぞう
じゃが芋,potato (Solanum tuberosum),Potato,いも
焼き芋,roasted sweet potato,Bake + Potato,やいも
枝豆,edamame (green soybeans),Branch + Beans,えだまめ
縦横,length and width,Vertical + Side,じゅうおう
縦書き,writing vertically,Vertical + Write,たてが
爪切り,nail clippers,Claw + Cut,つめき
田舎,rural area,Rice Paddy + Cottage,いなか
庁舎,government office building,Agency + Cottage,ちょうしゃ
兵舎,barracks,Soldier + Cottage,へいしゃ
味噌汁,miso soup,Flavor + Boisterous + Soup,みそしる
果汁,fruit juice,Fruit + Soup,かじゅう
紹介,introduction,Introduce + Jammed In,しょうかい
厄介,trouble,Unlucky + Jammed In,やっかい
介入,intervention,Jammed In + Enter,かいにゅう
自己紹介,self-introduction,Self + Oneself + Introduce + Jammed In,じこしょうかい
媒介,mediation,Mediator + Jammed In,ばいかい
紹介状,letter of introduction,Introduce + Jammed In + Condition,しょうかいじょう
炎症,inflammation,Flame + Symptom,えんしょう
肝炎,hepatitis,Liver + Flame,かんえん
火炎瓶,Molotov cocktail,Fire + Flame + Bottle,かえんびん
海がめ,sea turtle,Sea,うみ
渋滞,(traffic) congestion,Bitter + Stagnate,じゅうたい
滞る,to stagnate,Stagnate,とどこお
遅滞,delay,Slow + Stagnate,ちたい
沈滞,stagnation,Sink + Stagnate,ちんたい
紹介,introduction,Introduce + Jammed In,しょうかい
自己紹介,self-introduction,Self + Oneself + Introduce + Jammed In,じこしょうかい
紹介状,letter of introduction,Introduce + Jammed In + Condition,しょうかいじょう
馬鹿,idiot,Horse + Deer,
破壊,destruction,Tear + Break,はかい
割れる,to break,Divide,わ
破る,to tear,Tear,やぶ
破産,bankruptcy,Tear + Give Birth,はさん
割る,to divide,Divide,わ
破片,fragment,Tear + One Sided,はへん
破れる,to get torn,Tear,やぶ
払う,"to pay (e.g. money, bill)",Pay,はら
支払い,payment,Support + Pay,しはら
酔っ払い,drunkard,Drunk + Pay,よぱら
払い戻す,to repay,Pay + Return,はらもど
払い,payment,Pay,はら
真剣,serious,Reality + Sword,しんけん
剣道,kendo,Sword + Road,けんどう
白熊,polar bear (Ursus maritimus),White + Bear,しろくま
熊本県,Kumamoto Prefecture (Kyūshū),Bear + Book + Prefecture,くまもとけん
熊の実,"clownfish (Amphiprioninae spp., esp. the yellowtail clownfish, Amphiprion clarkii)",Bear + Truth,くまみ
銅像,bronze statue,Copper + Statue,どうぞう
青銅,bronze,Blue + Copper,せいどう
銅山,copper mine,Copper + Mountain,どうざん
厄介,trouble,Unlucky + Jammed In,やっかい
麻酔,anaesthesia,Hemp + Drunk,ますい
酔う,to get drunk,Drunk,よ
酔っ払い,drunkard,Drunk + Pay,よぱら
二日酔い,hangover,Two + Sun + Drunk,ふつかよ
船酔い,seasickness,Boat + Drunk,ふなよ
泥酔,being dead drunk,Mud + Drunk,でいすい
地獄,hell realm,Earth + Prison,じごく
出獄,release (from prison),Exit + Prison,しゅつごく
脱獄,escaping from prison,Undress + Prison,だつごく
試験地獄,(entrance) examination hell,Try + Test + Earth + Prison,しけんじごく
自己,self,Self + Oneself,じこ
自己紹介,self-introduction,Self + Oneself + Introduce + Jammed In,じこしょうかい
彼女,she,He + Woman,かのじょ
彼ら,they,He,かれ
彼氏,boyfriend,He + Family Name,かれし
石油,oil,Stone + Oil,せきゆ
醤油,soy sauce,Soy Sauce + Oil,しょうゆ
油断,negligence,Oil + Cut Off,ゆだん
油絵,oil painting,Oil + Drawing,あぶらえ
原油,crude oil,Original + Oil,げんゆ
油田,oil field,Oil + Rice Paddy,ゆでん
給油,"refueling (a car, plane, etc.)",Salary + Oil,きゅうゆ
給油所,gas station,Salary + Oil + Place,きゅうゆじょ
油彩,oil painting,Oil + Coloring,ゆさい
講義,lecture,Lecture + Righteousness,こうぎ
講演,lecture,Lecture + Perform,こうえん
講師,speaker,Lecture + Teacher,こうし
遅い,slow,Slow,おそ
遅れる,to be late,Slow,おく
遅刻,lateness,Slow + Carve,ちこく
遅延,delay,Slow + Prolong,ちえん
遅滞,delay,Slow + Stagnate,ちたい
遅咲き,"late blooming (flower, talent)",Slow + Blossom,おそざ
観測,observation,View + Measure,かんそく
計る,to measure,Measure,はか
予測,prediction,Beforehand + Measure,よそく
推測,guess,Infer + Measure,すいそく
憶測,guess,Recollection + Measure,おくそく
味噌,miso,Flavor + Boisterous,みそ
醤油,soy sauce,Soy Sauce + Oil,しょうゆ
成る,to become,Become,な
行為,act,Go + Sake,こうい
仕草,gesture,Doing + Grass,しぐさ
互い,each other,Mutual,たが
相互,mutual,Mutual + Mutual,そうご
交互,alternate,Mix + Mutual,こうご
寿命,lifespan,Lifespan + Fate,じゅみょう
長寿,long life,Long + Lifespan,ちょうじゅ
寿司,sushi,Lifespan + Director,
喜寿,77th birthday,Rejoice + Lifespan,きじゅ
福寿,long life and happiness,Luck + Lifespan,ふくじゅ
回転寿司,conveyor belt sushi,Times + Revolve + Lifespan + Director,かいてんずし
